Latitude,Longitude,축종,발생두수,ID_tree,종,카운트,ID
36.4571359,129.3230741,벌-재래종,30,1925,광대싸리,1,418
36.4785066,129.1679121,벌-재래종,120,2743,다래,1,419
38.2715512,128.2609359,벌-재래종,4,1079,개옻나무,1,420
35.2714721,127.8166414,벌-재래종,6,7011,애기똥풀,1,421
37.5306149,127.5850392,벌-재래종,8,2136,굴참나무,1,422
37.5306149,127.5850392,벌-재래종,10,2136,굴참나무,1,423
37.5558764,127.5817911,벌-재래종,4,2517,다래,1,424
37.6644484,128.4015336,벌-재래종,1,5632,생열귀나무,1,425
37.5631941,128.3127372,벌-재래종,2,7113,애기똥풀,1,426
37.5893415,127.4947634,벌-재래종,1,4110,붉나무,1,427
34.7347053,127.0449183,벌-재래종,1,4546,산검양옻나무,1,428
35.433975,127.6260086,벌-재래종,22,4569,산검양옻나무,1,429
37.5558764,127.5817911,벌-재래종,4,2517,다래,1,430
36.0226985,127.9082523,벌-재래종,8,319,갈참나무,1,431
36.0302856,127.9284691,벌-재래종,8,2217,굴참나무,1,432
35.433975,127.6260086,벌-재래종,42,4569,산검양옻나무,1,433
37.9993658,128.3250403,벌-재래종,3,7126,애기똥풀,1,434
35.354195,127.5896257,벌-재래종,1,911,개옻나무,1,435
38.0815097,127.4702373,벌-재래종,13,6919,애기똥풀,1,436
35.7169648,127.1893559,벌-재래종,30,4043,붉나무,1,437
35.1378377,128.5161745,벌-재래종,2,8841,초피나무,1,438
37.8624543,128.2199006,벌-재래종,12,2626,다래,1,439
37.9429407,127.4806675,벌-재래종,2,1630,광대싸리,1,440
37.497971,127.5050639,벌-재래종,1,3738,벼,1,441
38.0834935,128.4610259,벌-재래종,6,2678,다래,1,442
35.0735153,127.7475564,벌-재래종,16,8466,주름잎,1,443
37.3728454,128.4052788,벌-재래종,8,6601,아까시나무,1,444
35.5507352,127.4770543,벌-재래종,4,8047,졸참나무,1,445
36.4518737,129.4294626,벌-재래종,27,431,갈참나무,1,446
36.2063308,127.3890182,벌-재래종,1,198,갈참나무,1,447
36.4518737,129.4294626,벌-재래종,40,431,갈참나무,1,448
37.615778,127.772086,벌-재래종,2,975,개옻나무,2,449
37.412114,128.2193256,벌-재래종,3,655,개다래,1,450
35.8167838,127.1984944,벌-재래종,20,2472,다래,1,451
35.0878407,127.6114145,벌-재래종,7,7574,족제비싸리,1,452
38.0834935,128.4610259,벌-재래종,12,2678,다래,1,453
37.3852166,128.3913906,벌-재래종,19,6601,아까시나무,1,454
37.3340143,128.3903643,벌-재래종,2,6601,아까시나무,1,455
37.5631941,128.3127372,벌-재래종,1,7113,애기똥풀,1,456
38.1219556,128.3101926,벌-재래종,7,2641,다래,1,457
37.3628576,128.4182448,벌-재래종,1,6601,아까시나무,1,458
37.6644484,128.4015336,벌-재래종,1,5632,생열귀나무,1,459
37.4498916,128.1823372,벌-재래종,8,6568,아까시나무,2,460
37.6634847,128.203636,벌-재래종,2,1799,광대싸리,1,461
37.4048732,128.1453026,벌-재래종,2,6568,아까시나무,2,462
37.4048732,128.1453026,벌-재래종,1,6568,아까시나무,2,463
37.9894237,128.116951,벌-재래종,1,1775,광대싸리,1,464
37.866666,128.3416211,벌-재래종,12,669,개다래,1,465
37.6644484,128.4015336,벌-재래종,1,5632,생열귀나무,1,466
37.0060873,128.9653695,벌-재래종,2,1891,광대싸리,1,467
36.0665695,127.3792702,벌-재래종,62,196,갈참나무,1,468
37.8624543,128.2199006,벌-재래종,1,2626,다래,1,469
38.1681838,128.1786506,벌-재래종,3,5977,신갈나무,1,470
38.1219556,128.3101926,벌-재래종,3,2641,다래,1,471
37.8624543,128.2199006,벌-재래종,1,2626,다래,1,472
37.6386536,128.5377634,벌-재래종,2,686,개다래,1,473
35.1934074,127.2851201,벌-재래종,1,7974,졸참나무,1,474
37.1225804,128.9502692,벌-재래종,2,705,개다래,1,475
37.7216909,127.722363,벌-재래종,2,4190,붉나무,1,476
37.2534286,128.726245,벌-재래종,5,1875,광대싸리,1,477
37.9220961,128.4038892,벌-재래종,13,677,개다래,1,478
37.6644484,128.4015336,벌-재래종,1,5632,생열귀나무,1,479
37.6644484,128.4015336,벌-재래종,3,5632,생열귀나무,1,480
37.4332607,128.143289,벌-재래종,4,6568,아까시나무,2,481
37.3162611,127.8333974,벌-재래종,13,4213,붉나무,1,482
35.3363846,127.9217038,벌-재래종,18,2208,굴참나무,1,483
35.2714721,127.8166414,벌-재래종,9,7011,애기똥풀,1,484
35.2714721,127.8166414,벌-재래종,5,7011,애기똥풀,1,485
35.121549,127.3677518,벌-재래종,1,193,갈참나무,1,486
37.3382632,127.9559957,벌-재래종,2,3041,떡갈나무,1,487
37.7120915,127.7440552,벌-재래종,3,4190,붉나무,1,488
36.9635809,127.9320017,벌-재래종,14,4249,붉나무,2,489
37.0572925,128.4364592,벌-재래종,6,679,개다래,1,490
35.6398854,127.3985765,벌-재래종,59,8433,주름잎,1,491
35.6398854,127.3985765,벌-재래종,1,8433,주름잎,1,492
37.3675393,128.1159262,벌-재래종,3,6568,아까시나무,2,493
37.5631941,128.3127372,벌-재래종,1,7113,애기똥풀,1,494
37.7142062,128.1824685,벌-재래종,1,1799,광대싸리,1,495
37.4048732,128.1453026,벌-재래종,1,6568,아까시나무,2,496
37.4021616,127.676899,벌-재래종,20,8072,졸참나무,1,497
38.1681838,128.1786506,벌-재래종,16,5977,신갈나무,1,498
37.6644484,128.4015336,벌-재래종,2,5632,생열귀나무,1,499
38.1922602,128.1994956,벌-재래종,1,2253,굴참나무,1,500
35.1849378,127.3547925,벌-재래종,4,193,갈참나무,1,501
36.0126583,127.8978469,벌-재래종,10,319,갈참나무,1,502
37.4048732,128.1453026,벌-재래종,1,6568,아까시나무,2,503
37.4615935,128.153439,벌-재래종,4,6568,아까시나무,2,504
37.7953885,128.0466435,벌-재래종,27,6562,아까시나무,1,505
37.4615935,128.153439,벌-재래종,3,6568,아까시나무,2,506
37.4048732,128.1453026,벌-재래종,2,6568,아까시나무,2,507
36.6679285,128.5584835,벌-재래종,2,391,갈참나무,1,508
37.6118996,128.3758853,벌-재래종,2,5632,생열귀나무,1,509
37.6361022,128.3700029,벌-재래종,3,5632,생열귀나무,1,510
35.2037356,127.3675408,벌-재래종,1,6888,애기똥풀,1,511
38.0466608,128.3851271,벌-재래종,5,7126,애기똥풀,1,512
37.6361022,128.3700029,벌-재래종,2,5632,생열귀나무,1,513
38.0466608,128.3851271,벌-재래종,4,7126,애기똥풀,1,514
37.8258631,128.0921497,벌-재래종,4,1048,개옻나무,1,515
35.8167838,127.1984944,벌-재래종,9,2472,다래,1,516
36.3462323,127.9202627,벌-재래종,6,3048,떡갈나무,1,517
37.6037604,128.3210882,벌-재래종,2,2259,굴참나무,1,518
37.5631941,128.3127372,벌-재래종,2,7113,애기똥풀,1,519
37.6814752,127.6318406,벌-재래종,10,2550,다래,1,520
37.0060873,128.9653695,벌-재래종,2,1891,광대싸리,1,521
36.9786453,128.85124,벌-재래종,3,1882,광대싸리,1,522
38.5393784,128.3767215,벌-재래종,20,6610,아까시나무,1,523
35.1223615,126.6091503,벌-재래종,1,6238,아까시나무,1,524
37.6644484,128.4015336,벌-재래종,2,5632,생열귀나무,1,525
34.7347053,127.0449183,벌-재래종,1,4546,산검양옻나무,1,526
36.4518737,129.4294626,벌-재래종,20,431,갈참나무,1,527
35.3897255,127.829636,벌-재래종,5,8475,주름잎,1,528
35.4412163,127.4091203,벌-재래종,1,4115,붉나무,1,529
37.017043,128.8162766,벌-재래종,1,1162,개옻나무,1,530
37.2534286,128.726245,벌-재래종,3,1875,광대싸리,1,531
37.4498916,128.1823372,벌-재래종,1,6568,아까시나무,2,532
35.2714721,127.8166414,벌-재래종,38,7011,애기똥풀,1,533
35.1757137,127.3359261,벌-재래종,1,193,갈참나무,1,534
35.121549,127.3677518,벌-재래종,7,193,갈참나무,1,535
35.1378377,128.5161745,벌-재래종,1,8841,초피나무,1,536
34.9964708,127.0719319,벌-재래종,1,6809,애기똥풀,1,537
36.2136951,129.0125484,벌-재래종,3,6118,신갈나무,1,538
35.0119675,127.0777038,벌-재래종,1,6809,애기똥풀,1,539
35.0807573,127.087375,벌-재래종,1,7942,졸참나무,1,540
35.0119675,127.0777038,벌-재래종,7,6809,애기똥풀,1,541
37.694464,128.2708307,벌-재래종,2,663,개다래,1,542
37.4498916,128.1823372,벌-재래종,3,6568,아까시나무,2,543
37.1890654,129.0362358,벌-재래종,50,1431,고욤나무,1,544
37.6814752,127.6318406,벌-재래종,20,2550,다래,1,545
36.9002638,128.1552132,벌-재래종,3,1825,광대싸리,1,546
36.4762887,129.1340697,벌-재래종,2,2743,다래,1,547
36.4785066,129.1679121,벌-재래종,50,2743,다래,1,548
37.258505,128.8253618,벌-재래종,5,704,개다래,1,549
34.9811271,127.0915996,벌-재래종,1,8742,초피나무,1,550
34.9964708,127.0719319,벌-재래종,1,6809,애기똥풀,1,551
36.7659693,127.7038728,벌-재래종,5,6490,아까시나무,1,552
36.9786453,128.85124,벌-재래종,6,1882,광대싸리,1,553
37.6644484,128.4015336,벌-재래종,2,5632,생열귀나무,1,554
37.6644484,128.4015336,벌-재래종,2,5632,생열귀나무,1,555
38.1681838,128.1786506,벌-재래종,2,5977,신갈나무,1,556
35.1556824,127.2116211,벌-재래종,4,6828,애기똥풀,1,557
35.7169648,127.1893559,벌-재래종,12,4043,붉나무,1,558
36.9781712,128.9144704,벌-재래종,8,1167,개옻나무,1,559
37.3352646,128.6022225,벌-재래종,2,4390,붉나무,1,560
35.2344191,127.2867937,벌-재래종,2,2076,굴참나무,1,561
35.2344191,127.2867937,벌-재래종,3,2076,굴참나무,1,562
35.1556824,127.2116211,벌-재래종,7,6828,애기똥풀,1,563
34.7026119,127.1659258,벌-재래종,1,1550,광대싸리,1,564
35.1998713,127.4104679,벌-재래종,1,7551,족제비싸리,1,565
35.1998713,127.4104679,벌-재래종,1,7551,족제비싸리,1,566
35.1986439,127.4529926,벌-재래종,1,7551,족제비싸리,1,567
34.7015684,127.0514942,벌-재래종,1,1533,광대싸리,1,568
36.9781712,128.9144704,벌-재래종,4,1167,개옻나무,1,569
37.4381764,128.2000497,벌-재래종,2,7098,애기똥풀,1,570
35.121549,127.3677518,벌-재래종,2,193,갈참나무,1,571
36.9786453,128.85124,벌-재래종,4,1882,광대싸리,1,572
36.6583598,128.8915154,벌-재래종,1,3704,밤나무,1,573
37.017043,128.8162766,벌-재래종,2,1162,개옻나무,1,574
37.245738,129.0698695,벌-재래종,7,1433,고욤나무,1,575
36.4838784,126.7898453,벌-재래종,15,5417,상수리나무,1,576
37.7142062,128.1824685,벌-재래종,2,1799,광대싸리,1,577
35.121549,127.3677518,벌-재래종,30,193,갈참나무,1,578
37.6644484,128.4015336,벌-재래종,1,5632,생열귀나무,1,579
38.0466608,128.3851271,벌-재래종,2,7126,애기똥풀,1,580
35.2513297,127.3842655,벌-재래종,1,7551,족제비싸리,1,581
34.9624053,127.5650821,벌-재래종,1,7574,족제비싸리,1,582
37.7142062,128.1824685,벌-재래종,3,1799,광대싸리,1,583
38.0466608,128.3851271,벌-재래종,1,7126,애기똥풀,1,584
35.1934074,127.2851201,벌-재래종,2,7974,졸참나무,1,585
35.1934074,127.2851201,벌-재래종,4,7974,졸참나무,1,586
36.7047911,128.8286576,벌-재래종,4,3704,밤나무,1,587
36.9786453,128.85124,벌-재래종,1,1882,광대싸리,1,588
38.0466608,128.3851271,벌-재래종,4,7126,애기똥풀,1,589
35.1934074,127.2851201,벌-재래종,3,7974,졸참나무,1,590
38.0466608,128.3851271,벌-재래종,2,7126,애기똥풀,1,591
36.4785066,129.1679121,벌-재래종,50,2743,다래,1,592
36.9225014,128.1364956,벌-재래종,19,1825,광대싸리,1,593
37.017043,128.8162766,벌-재래종,1,1162,개옻나무,1,594
36.2136951,129.0125484,벌-재래종,1,6118,신갈나무,1,595
36.6966455,128.969731,벌-재래종,5,8859,초피나무,1,596
36.2136951,129.0125484,벌-재래종,1,6118,신갈나무,1,597
35.1934074,127.2851201,벌-재래종,15,7974,졸참나무,1,598
38.0466608,128.3851271,벌-재래종,2,7126,애기똥풀,1,599
38.1453645,128.1335981,벌-재래종,1,648,개다래,1,600
35.1556824,127.2116211,벌-재래종,1,6828,애기똥풀,1,601
38.0466608,128.3851271,벌-재래종,1,7126,애기똥풀,1,602
37.7120915,127.7440552,벌-재래종,6,4190,붉나무,1,603
35.0317078,127.5730566,벌-재래종,7,7574,족제비싸리,1,604
35.4797722,127.698092,벌-재래종,5,6992,애기똥풀,1,605
35.1556824,127.2116211,벌-재래종,2,6828,애기똥풀,1,606
37.6078802,127.7290553,벌-재래종,1,5079,산초나무,3,607
37.4498916,128.1823372,벌-재래종,1,6568,아까시나무,2,608
35.0795439,126.5604999,벌-재래종,12,6238,아까시나무,1,609
37.017043,128.8162766,벌-재래종,3,1162,개옻나무,1,610
37.017043,128.8162766,벌-재래종,8,1162,개옻나무,1,611
37.704929,127.8953907,벌-재래종,5,3597,밤나무,2,612
37.6634847,128.203636,벌-재래종,4,1799,광대싸리,1,613
37.7120915,127.7440552,벌-재래종,21,4190,붉나무,1,614
35.4797722,127.698092,벌-재래종,5,6992,애기똥풀,1,615
36.9405735,127.855825,벌-재래종,5,8472,주름잎,1,616
35.1474739,127.3627599,벌-재래종,18,193,갈참나무,1,617
37.6078802,127.7290553,벌-재래종,2,5079,산초나무,3,618
37.2082712,129.2480702,벌-재래종,6,8877,초피나무,1,619
36.6966455,128.969731,벌-재래종,4,8859,초피나무,1,620
37.6078802,127.7290553,벌-재래종,7,5079,산초나무,3,621
37.7142062,128.1824685,벌-재래종,9,1799,광대싸리,1,622
37.7142062,128.1824685,벌-재래종,2,1799,광대싸리,1,623
37.7267059,126.9116461,벌-재래종,8,4805,산초나무,1,624
34.9992997,126.6187141,벌-재래종,1,1479,광대싸리,1,625
35.0887865,126.5205687,벌-재래종,3,1242,고욤나무,1,626
35.0887865,126.5205687,벌-재래종,2,1242,고욤나무,1,627
35.0988227,126.6579998,벌-재래종,1,6256,아까시나무,1,628
35.0887865,126.5205687,벌-재래종,1,1242,고욤나무,1,629
37.7216909,127.722363,벌-재래종,5,4190,붉나무,1,630
37.7142062,128.1824685,벌-재래종,4,1799,광대싸리,1,631
37.3619937,128.3598571,벌-재래종,3,6601,아까시나무,1,632
37.3728454,128.4052788,벌-재래종,4,6601,아까시나무,1,633
37.3619937,128.3598571,벌-재래종,9,6601,아까시나무,1,634
37.4048732,128.1453026,벌-재래종,1,6568,아까시나무,2,635
37.4615935,128.153439,벌-재래종,1,6568,아까시나무,2,636
36.7806849,127.2953255,벌-재래종,2,856,개옻나무,1,637
37.3728454,128.4052788,벌-재래종,8,6601,아까시나무,1,638
36.7806849,127.2953255,벌-재래종,3,856,개옻나무,1,639
36.2945638,129.0464878,벌-재래종,1,7719,족제비싸리,1,640
35.2343442,128.8318904,벌-재래종,5,8228,졸참나무,1,641
37.7370004,127.4190182,벌-재래종,1,4966,산초나무,1,642
35.1957011,128.4999975,벌-재래종,1,8841,초피나무,1,643
35.4797722,127.698092,벌-재래종,4,6992,애기똥풀,1,644
35.61436,127.2851097,벌-재래종,8,176,갈참나무,1,645
34.9128619,126.6420286,벌-재래종,1,7460,족제비싸리,1,646
35.1268935,126.569878,벌-재래종,1,6238,아까시나무,1,647
37.0953283,127.1832377,벌-재래종,3,6356,아까시나무,1,648
37.7307329,127.1373616,벌-재래종,2,6353,아까시나무,1,649
37.4021616,127.676899,벌-재래종,12,8072,졸참나무,1,650
34.6023284,127.4256431,벌-재래종,1,6405,아까시나무,1,651
36.8320043,127.7337388,벌-재래종,11,4193,붉나무,1,652
36.689657,128.064647,벌-재래종,2,645,개다래,1,653
33.4545419,126.3563016,벌-재래종,2,8273,종가시나무,1,654
37.8560252,127.8469846,벌-재래종,31,629,개다래,1,655
37.949804,126.8874703,벌-재래종,2,4808,산초나무,1,656
35.6016867,127.1755408,벌-재래종,1,176,갈참나무,1,657
35.4151198,127.7807653,벌-재래종,8,2567,다래,1,658
35.5749948,127.3247378,벌-재래종,68,176,갈참나무,1,659
35.2406252,126.746821,벌-재래종,8,4522,산검양옻나무,1,660
36.3616331,128.7962705,벌-재래종,2,2714,다래,1,661
37.5319136,129.0996014,벌-재래종,36,2739,다래,1,662
35.7555413,127.0893369,벌-재래종,7,4041,붉나무,1,663
35.8703189,127.2653376,벌-재래종,110,2060,굴참나무,1,664
35.302315,126.9461278,벌-재래종,1,560,개다래,1,665
36.4016276,128.8287914,벌-재래종,3,7407,유채,1,666
35.4151198,127.7807653,벌-재래종,3,2567,다래,1,667
33.3064679,126.4426404,벌-재래종,5,3753,붉가시나무,1,668
37.7652984,126.7859757,벌-재래종,7,77,갈참나무,1,669
36.7047911,128.8286576,벌-재래종,3,3704,밤나무,1,670
37.8213525,127.4368324,벌-재래종,4,890,개옻나무,1,671
35.61436,127.2851097,벌-재래종,1,176,갈참나무,1,672
36.9694817,128.7708492,벌-재래종,4,3142,떡갈나무,1,673
36.6966455,128.969731,벌-재래종,4,8859,초피나무,1,674
36.9256095,128.9603713,벌-재래종,7,3151,떡갈나무,1,675
36.6393275,128.5140897,벌-재래종,1,391,갈참나무,1,676
35.5749948,127.3247378,벌-재래종,54,176,갈참나무,1,677
35.4176317,127.546666,벌-재래종,3,911,개옻나무,1,678
35.6414668,127.201126,벌-재래종,90,4043,붉나무,1,679
36.3321473,128.8067483,벌-재래종,6,2714,다래,1,680
36.3387497,127.5502399,벌-재래종,40,4994,산초나무,1,681
36.3321473,128.8067483,벌-재래종,6,2714,다래,1,682
35.3999107,127.5958244,벌-재래종,3,500,감나무,1,683
37.4472938,127.6700914,벌-재래종,3,6983,애기똥풀,1,684
35.6010073,126.4997293,벌-재래종,9,8329,주름잎,1,685
37.497971,127.5050639,벌-재래종,3,3738,벼,1,686
37.9763688,128.0820625,벌-재래종,10,1775,광대싸리,1,687
37.5914038,127.2168206,벌-재래종,29,485,감나무,1,688
36.9844958,127.8472485,벌-재래종,7,8472,주름잎,1,689
36.9395486,128.7902001,벌-재래종,40,3142,떡갈나무,1,690
36.9786453,128.85124,벌-재래종,28,1882,광대싸리,1,691
37.296082,129.1155653,벌-재래종,18,1433,고욤나무,1,692
37.5430033,127.2926447,벌-재래종,1,3428,밤나무,1,693
36.795644,127.8382474,벌-재래종,7,283,갈참나무,1,694
37.357463,128.6897039,벌-재래종,4,7689,족제비싸리,1,695
37.5939121,128.5844613,벌-재래종,3,1870,광대싸리,1,696
37.4823024,127.5245592,벌-재래종,1,3738,벼,1,697
34.3835699,126.5660443,벌-재래종,31,2832,떡갈나무,2,698
37.3628576,128.4182448,벌-재래종,5,6601,아까시나무,1,699
34.8250192,127.2664881,벌-재래종,1,6386,아까시나무,1,700
35.6414668,127.201126,벌-재래종,150,4043,붉나무,1,701
35.3550719,126.9948641,벌-재래종,1,560,개다래,1,702
37.5914038,127.2168206,벌-재래종,6,485,감나무,1,703
36.9635809,127.9320017,벌-재래종,3,4249,붉나무,2,704
35.891691,127.3976681,벌-재래종,8,3444,밤나무,1,705
37.2775872,128.0831466,벌-재래종,3,1046,개옻나무,1,706
35.1077764,127.2000409,벌-재래종,30,7942,졸참나무,1,707
36.737561,127.8549567,벌-재래종,4,283,갈참나무,1,708
37.0175465,127.7047799,벌-재래종,30,289,갈참나무,2,709
36.737561,127.8549567,벌-재래종,3,283,갈참나무,1,710
36.795644,127.8382474,벌-재래종,2,283,갈참나무,1,711
37.3625666,128.5877391,벌-재래종,11,6047,신갈나무,1,712
36.4628137,128.4016703,벌-재래종,9,373,갈참나무,1,713
36.8109986,126.393996,벌-재래종,1,4653,산초나무,2,714
37.8764886,128.0984423,벌-재래종,6,2244,굴참나무,1,715
36.3683863,128.0369352,벌-재래종,1,328,갈참나무,1,716
37.9429407,127.4806675,벌-재래종,7,1630,광대싸리,1,717
35.6028238,127.4073324,벌-재래종,5,8433,주름잎,1,718
37.2816624,128.0198556,벌-재래종,5,7044,애기똥풀,1,719
37.5048669,128.4671105,벌-재래종,5,681,개다래,1,720
37.497971,127.5050639,벌-재래종,2,3738,벼,1,721
37.0186463,128.8734902,벌-재래종,6,2313,굴참나무,1,722
36.8004842,128.7944095,벌-재래종,13,7702,족제비싸리,1,723
37.3905072,128.7218619,벌-재래종,12,7689,족제비싸리,1,724
37.8213525,127.4368324,벌-재래종,2,890,개옻나무,1,725
36.795644,127.8382474,벌-재래종,3,283,갈참나무,1,726
36.9796571,128.3675653,벌-재래종,5,5230,산초나무,1,727
36.3351104,128.9174135,벌-재래종,8,6118,신갈나무,1,728
36.3735292,128.9007835,벌-재래종,22,7407,유채,1,729
35.7169648,127.1893559,벌-재래종,140,4043,붉나무,1,730
36.9395457,127.997495,벌-재래종,360,4249,붉나무,2,731
35.6094674,127.1158277,벌-재래종,178,176,갈참나무,1,732
37.4823024,127.5245592,벌-재래종,2,3738,벼,1,733
35.354195,127.5896257,벌-재래종,1,911,개옻나무,1,734
35.4920078,128.3249929,벌-재래종,1,8536,주름잎,1,735
37.2333707,128.9569401,벌-재래종,36,3153,떡갈나무,1,736
35.4920078,128.3249929,벌-재래종,1,8536,주름잎,1,737
35.4920078,128.3249929,벌-재래종,1,8536,주름잎,1,738
34.7252595,127.3394142,벌-재래종,8,201,갈참나무,2,739
34.7026119,127.1659258,벌-재래종,70,1550,광대싸리,1,740
37.7594062,128.5710184,벌-재래종,2,1137,개옻나무,1,741
37.6760295,128.0480344,벌-재래종,6,8495,주름잎,1,742
37.6386536,128.5377634,벌-재래종,6,686,개다래,1,743
37.743516,127.3173939,벌-재래종,1,173,갈참나무,1,744
37.9429407,127.4806675,벌-재래종,4,1630,광대싸리,1,745
36.6393275,128.5140897,벌-재래종,3,391,갈참나무,1,746
36.3371588,127.8960781,벌-재래종,1,7030,애기똥풀,1,747
37.5779448,128.5344673,벌-재래종,5,2683,다래,1,748
37.346617,128.368184,벌-재래종,4,6601,아까시나무,1,749
36.9454457,128.0250168,벌-재래종,5,4249,붉나무,2,750
35.8877503,129.4453564,벌-재래종,1,8896,초피나무,1,751
37.5819651,128.7568297,벌-재래종,20,1157,개옻나무,1,752
37.3483037,129.0349719,벌-재래종,5,2734,다래,1,753
36.9781712,128.9144704,벌-재래종,2,1167,개옻나무,1,754
35.6232241,127.3953874,벌-재래종,16,8433,주름잎,1,755
35.2979526,126.9007776,벌-재래종,1,560,개다래,1,756
37.2534286,128.726245,벌-재래종,12,1875,광대싸리,1,757
35.8684845,129.2166885,벌-재래종,1,7222,애기똥풀,1,758
37.4472938,127.6700914,벌-재래종,15,6983,애기똥풀,1,759
35.5887415,127.2112125,벌-재래종,126,176,갈참나무,1,760
37.4823024,127.5245592,벌-재래종,2,3738,벼,1,761
36.8484432,127.9865342,벌-재래종,1,7272,옻나무,1,762
37.5631941,128.3127372,벌-재래종,5,7113,애기똥풀,1,763
36.8004842,128.7944095,벌-재래종,10,7702,족제비싸리,1,764
36.795644,127.8382474,벌-재래종,3,283,갈참나무,1,765
37.7356068,128.2378592,벌-재래종,4,3640,밤나무,1,766
37.5794647,127.8659411,벌-재래종,13,3597,밤나무,2,767
37.5048669,128.4671105,벌-재래종,10,681,개다래,1,768
38.1453645,128.1335981,벌-재래종,5,648,개다래,1,769
35.7555413,127.0893369,벌-재래종,10,4041,붉나무,1,770
36.6166367,128.2654241,벌-재래종,1,2373,누운주름잎,1,771
36.6166367,128.2654241,벌-재래종,1,2373,누운주름잎,1,772
38.0402742,128.0432435,벌-재래종,9,644,개다래,1,773
37.5531992,128.4677279,벌-재래종,3,681,개다래,1,774
36.6679285,128.5584835,벌-재래종,5,391,갈참나무,1,775
35.6232241,127.3953874,벌-재래종,14,8433,주름잎,1,776
37.4856113,127.8890489,벌-재래종,6,4213,붉나무,1,777
35.4151198,127.7807653,벌-재래종,9,2567,다래,1,778
37.8107051,128.2724166,벌-재래종,13,7109,애기똥풀,1,779
37.3910274,128.9927715,벌-재래종,10,1182,개옻나무,1,780
37.7965324,127.7787099,벌-재래종,5,4202,붉나무,1,781
36.7877626,129.2030091,벌-재래종,2,718,개다래,1,782
35.4259901,127.3648432,벌-재래종,22,1303,고욤나무,1,783
37.9763688,128.0820625,벌-재래종,2,1775,광대싸리,1,784
37.7183936,127.5757485,벌-재래종,2,2529,다래,1,785
38.1453645,128.1335981,벌-재래종,15,648,개다래,1,786
35.485308,127.5426539,벌-재래종,2,2128,굴참나무,1,787
36.0302856,127.9284691,벌-재래종,2,2217,굴참나무,1,788
35.1077764,127.2000409,벌-재래종,16,7942,졸참나무,1,789
37.5779448,128.5344673,벌-재래종,8,2683,다래,1,790
37.7120915,127.7440552,벌-재래종,10,4190,붉나무,1,791
36.7516478,126.9660455,벌-재래종,1,5448,상수리나무,1,792
37.6343265,126.3988995,벌-재래종,2,5650,신갈나무,1,793
35.6414668,127.201126,벌-재래종,200,4043,붉나무,1,794
37.0060873,128.9653695,벌-재래종,3,1891,광대싸리,1,795
35.9454491,127.3208264,벌-재래종,20,491,감나무,1,796
35.8975893,127.3115218,벌-재래종,20,2060,굴참나무,1,797
35.4142743,127.3487711,벌-재래종,25,1303,고욤나무,1,798
37.6037604,128.3210882,벌-재래종,3,2259,굴참나무,1,799
37.6644632,127.6998828,벌-재래종,13,975,개옻나무,2,800
35.6030592,127.596053,벌-재래종,10,597,개다래,1,801
35.822442,127.344502,벌-재래종,33,4064,붉나무,1,802
37.5019304,128.7080385,벌-재래종,4,2712,다래,1,803
37.6361022,128.3700029,벌-재래종,3,5632,생열귀나무,1,804
37.017043,128.8162766,벌-재래종,4,1162,개옻나무,1,805
36.9576622,127.2127404,벌-재래종,1,4877,산초나무,2,806
35.354195,127.5896257,벌-재래종,2,911,개옻나무,1,807
37.763285,127.5286119,벌-재래종,2,926,개옻나무,1,808
36.8484432,127.9865342,벌-재래종,2,7272,옻나무,1,809
34.3748605,126.6614699,벌-재래종,17,3905,붉나무,1,810
36.4518737,129.4294626,벌-재래종,50,431,갈참나무,1,811
37.1778476,128.7549387,벌-재래종,3,6652,아까시나무,1,812
35.354195,127.5896257,벌-재래종,6,911,개옻나무,1,813
35.8134957,127.2866581,벌-재래종,45,2472,다래,1,814
37.8764886,128.0984423,벌-재래종,6,2244,굴참나무,1,815
37.9429407,127.4806675,벌-재래종,6,1630,광대싸리,1,816
37.6685086,127.4860673,벌-재래종,2,3469,밤나무,1,817
37.6617845,127.5291954,벌-재래종,5,2517,다래,1,818
35.6269529,129.2847549,벌-재래종,1,430,갈참나무,1,819
36.8992222,128.4537971,벌-재래종,2,391,갈참나무,1,820
35.6232241,127.3953874,벌-재래종,20,8433,주름잎,1,821
34.4722055,127.2029507,벌-재래종,42,2925,떡갈나무,1,822
35.354195,127.5896257,벌-재래종,2,911,개옻나무,1,823
36.3125036,126.6942481,벌-재래종,1,4515,산검양옻나무,1,824
36.1607314,127.8561939,벌-재래종,30,998,개옻나무,1,825
36.0501173,128.589178,벌-재래종,2,1415,고욤나무,1,826
36.0501173,128.589178,벌-재래종,2,1415,고욤나무,1,827
37.7803639,127.9135629,벌-재래종,6,636,개다래,4,828
35.6019213,127.1434343,벌-재래종,140,176,갈참나무,1,829
37.7952538,127.637333,벌-재래종,5,6466,아까시나무,1,830
37.5893415,127.4947634,벌-재래종,2,4110,붉나무,1,831
34.3886384,126.673364,벌-재래종,10,3905,붉나무,1,832
37.866666,128.3416211,벌-재래종,12,669,개다래,1,833
37.43714,127.4569735,벌-재래종,2,2119,굴참나무,1,834
36.0302856,127.9284691,벌-재래종,1,2217,굴참나무,1,835
36.6211096,128.1016145,벌-재래종,10,2236,굴참나무,1,836
35.891691,127.3976681,벌-재래종,22,3444,밤나무,1,837
