Source,Target,Weight
6692,5621,0.052871242021449154
6692,718,0.09225954690459771
6692,718,0.047608002044192944
6692,8859,0.23274098793555204
6692,718,0.047608002044192944
6692,8859,0.23274098793555204
6692,718,0.047608002044192944
6692,8859,0.23274098793555204
6692,8859,0.23274098793555204
6692,8859,0.23274098793555204
6692,718,0.047608002044192944
6692,718,0.047608002044192944
6692,718,0.047608002044192944
5621,718,0.09867764169420477
5621,718,0.08199676998058754
5621,718,0.08199676998058754
5621,718,0.08199676998058754
5621,718,0.08199676998058754
5621,718,0.08199676998058754
5621,718,0.08199676998058754
648,5984,0.1395275857698773
648,5984,0.1395275857698773
648,2641,0.1781392546000391
648,648,0.0
648,648,0.0
648,7134,0.23559637432585814
648,5977,0.05050196242464069
648,654,0.20242196721316996
648,5984,0.1395275857698773
648,7126,0.2407607450198939
648,654,0.20242196721316996
648,654,0.20242196721316996
648,2253,0.08088069723203895
648,1775,0.19773081442144586
648,5977,0.05050196242464069
648,654,0.20242196721316996
648,5984,0.1395275857698773
648,648,0.0
648,654,0.20242196721316996
648,648,0.0
648,2253,0.12788916236276632
648,1079,0.1792707409638493
648,7126,0.2407607450198939
648,2641,0.1781392546000391
648,1775,0.1568268441404367
648,5977,0.05050196242464069
648,2641,0.1781392546000391
648,5977,0.05050196242464069
648,2253,0.08088069723203895
648,5977,0.05050196242464069
648,648,0.0
648,1775,0.1766789876749586
648,648,0.0
648,644,0.13859265815782693
648,1775,0.1766789876749586
648,648,0.0
648,7134,0.23559637432585814
648,1775,0.1766789876749586
648,1775,0.1568268441404367
648,523,0.06896189236440425
648,1775,0.1766789876749586
648,2641,0.1781392546000391
648,2641,0.1781392546000391
648,1064,0.09649092204398346
648,5984,0.1395275857698773
648,7134,0.23559637432585814
648,5977,0.05050196242464069
648,1775,0.1766789876749586
648,7126,0.2407607450198939
648,7134,0.23559637432585814
648,7126,0.2407607450198939
648,648,0.0
648,2244,0.23031629006642063
648,1775,0.1766789876749586
648,648,0.0
648,648,0.0
648,648,0.0
648,7126,0.2407607450198939
648,648,0.0
648,648,0.0
648,2253,0.08088069723203895
648,5977,0.05050196242464069
648,648,0.0
2743,2743,0.0
2743,7719,0.2204060214747586
2743,2743,0.08171358482681267
2743,1925,0.15662679548051786
2743,1925,0.15662679548051786
2743,7719,0.2204060214747586
2743,2743,0.0
2743,7719,0.2283175725025967
2743,2743,0.03391499842503097
2743,2743,0.0
2743,1925,0.15662679548051786
2743,2743,0.08171358482681267
2743,2743,0.08171358482681267
2743,2743,0.0
2743,2743,0.0
2743,1925,0.15662679548051786
2743,431,0.24728450396808485
2743,1925,0.15662679548051786
2743,2743,0.0
2743,2743,0.03391499842503097
2743,2743,0.0
2743,2743,0.0
2743,7719,0.2204060214747586
2743,1904,0.1620506843961117
2743,7407,0.2274676738858802
2743,7719,0.2204060214747586
2743,1904,0.12177309302161808
