,nearby_id_1,nearby_id_2,nearby_id_3,nearby_id_4,nearby_id_5,nearby_id_6,nearby_id_7,nearby_id_8,nearby_id_9,nearby_id_10,nearby_id_11,nearby_id_12,nearby_id_13,nearby_id_14,nearby_id_15,nearby_id_16,nearby_id_17,nearby_id_18,nearby_id_19,nearby_id_20,nearby_id_21,nearby_id_22,nearby_id_23,nearby_id_24,nearby_id_25,nearby_id_26,nearby_id_27,nearby_id_28
233,119.0,163.0,167.0,189.0,208.0,233.0,279.0,280.0,283.0,284.0,289.0,323.0,324.0,328.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
234,173.0,236.0,252.0,292.0,364.0,,,,,,,,,,,,,,,,,,,,,,,
235,173.0,235.0,252.0,292.0,364.0,,,,,,,,,,,,,,,,,,,,,,,
236,9.0,31.0,241.0,348.0,655.0,,,,,,,,,,,,,,,,,,,,,,,
237,133.0,253.0,333.0,476.0,488.0,603.0,614.0,630.0,791.0,,,,,,,,,,,,,,,,,,,
238,105.0,113.0,153.0,306.0,357.0,371.0,976.0,989.0,1083.0,,,,,,,,,,,,,,,,,,,
239,31.0,160.0,249.0,348.0,385.0,386.0,387.0,828.0,846.0,882.0,950.0,,,,,,,,,,,,,,,,,
240,9.0,31.0,237.0,348.0,655.0,,,,,,,,,,,,,,,,,,,,,,,
241,960.0,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
242,151.0,196.0,276.0,312.0,444.0,454.0,455.0,458.0,632.0,633.0,634.0,638.0,699.0,749.0,945.0,1095.0,,,,,,,,,,,,
243,120.0,205.0,657.0,732.0,829.0,854.0,,,,,,,,,,,,,,,,,,,,,,
244,180.0,195.0,269.0,270.0,426.0,456.0,494.0,518.0,519.0,763.0,799.0,,,,,,,,,,,,,,,,,
245,1112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,202.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,
247,16.0,187.0,221.0,329.0,365.0,424.0,430.0,885.0,,,,,,,,,,,,,,,,,,,,
248,160.0,240.0,258.0,356.0,505.0,882.0,948.0,950.0,,,,,,,,,,,,,,,,,,,,
249,1033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,165.0,272.0,391.0,470.0,498.0,500.0,556.0,1016.0,1148.0,1149.0,,,,,,,,,,,,,,,,,,
251,173.0,235.0,236.0,292.0,364.0,464.0,952.0,1103.0,,,,,,,,,,,,,,,,,,,,
252,133.0,238.0,333.0,476.0,488.0,603.0,614.0,630.0,791.0,,,,,,,,,,,,,,,,,,,
253,61.0,96.0,255.0,449.0,607.0,618.0,621.0,800.0,936.0,974.0,1003.0,1092.0,1093.0,1100.0,,,,,,,,,,,,,,
254,61.0,96.0,254.0,449.0,607.0,618.0,621.0,800.0,936.0,974.0,1003.0,1092.0,1093.0,1100.0,,,,,,,,,,,,,,
255,56.0,65.0,92.0,171.0,266.0,334.0,573.0,596.0,620.0,674.0,1005.0,,,,,,,,,,,,,,,,,
256,77.0,319.0,442.0,453.0,1077.0,,,,,,,,,,,,,,,,,,,,,,,
257,160.0,249.0,356.0,505.0,515.0,948.0,,,,,,,,,,,,,,,,,,,,,,
258,895.0,964.0,1061.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,
259,24.0,91.0,114.0,170.0,441.0,686.0,697.0,721.0,733.0,761.0,991.0,1111.0,,,,,,,,,,,,,,,,
260,491.0,492.0,659.0,677.0,718.0,755.0,776.0,821.0,861.0,890.0,1135.0,,,,,,,,,,,,,,,,,
261,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,12.0,27.0,30.0,46.0,122.0,181.0,206.0,214.0,231.0,661.0,680.0,682.0,848.0,1041.0,,,,,,,,,,,,,,
263,393.0,421.0,484.0,485.0,533.0,,,,,,,,,,,,,,,,,,,,,,,
264,25.0,42.0,43.0,63.0,132.0,149.0,229.0,375.0,395.0,396.0,412.0,462.0,463.0,481.0,496.0,503.0,504.0,506.0,507.0,635.0,636.0,,,,,,,
265,56.0,171.0,256.0,596.0,620.0,674.0,,,,,,,,,,,,,,,,,,,,,,
266,29.0,103.0,135.0,299.0,300.0,310.0,467.0,521.0,559.0,569.0,754.0,795.0,1125.0,,,,,,,,,,,,,,,
267,359.0,1017.0,,,,,,,,,,,,,,,,,,,,,,,,,,
268,180.0,195.0,245.0,270.0,426.0,456.0,494.0,518.0,519.0,763.0,799.0,,,,,,,,,,,,,,,,,
269,180.0,195.0,245.0,269.0,426.0,456.0,494.0,518.0,519.0,763.0,799.0,,,,,,,,,,,,,,,,,
270,123.0,126.0,129.0,164.0,392.0,477.0,531.0,757.0,887.0,916.0,,,,,,,,,,,,,,,,,,
271,3.0,81.0,83.0,165.0,251.0,325.0,372.0,470.0,498.0,500.0,556.0,600.0,769.0,786.0,995.0,1016.0,1101.0,1105.0,1106.0,1107.0,1116.0,1120.0,1148.0,1149.0,1157.0,,,
272,866.0,967.0,1038.0,,,,,,,,,,,,,,,,,,,,,,,,,
273,60.0,495.0,542.0,577.0,583.0,622.0,623.0,631.0,766.0,900.0,975.0,1065.0,1109.0,,,,,,,,,,,,,,,
274,218.0,308.0,339.0,501.0,511.0,565.0,566.0,581.0,1154.0,,,,,,,,,,,,,,,,,,,
275,151.0,196.0,243.0,312.0,444.0,454.0,455.0,458.0,632.0,633.0,634.0,638.0,699.0,749.0,945.0,1095.0,,,,,,,,,,,,
276,107.0,344.0,549.0,916.0,1057.0,,,,,,,,,,,,,,,,,,,,,,,
277,145.0,549.0,,,,,,,,,,,,,,,,,,,,,,,,,,
278,119.0,163.0,167.0,189.0,208.0,233.0,234.0,280.0,283.0,284.0,289.0,323.0,324.0,328.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
279,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,283.0,284.0,289.0,323.0,324.0,328.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,176.0,353.0,647.0,,,,,,,,,,,,,,,,,,,,,,,,,
282,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,284.0,289.0,323.0,324.0,328.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
283,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,289.0,323.0,324.0,328.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,69.0,207.0,624.0,902.0,,,,,,,,,,,,,,,,,,,,,,,,
286,405.0,406.0,550.0,923.0,1036.0,,,,,,,,,,,,,,,,,,,,,,,
287,187.0,221.0,329.0,330.0,331.0,365.0,382.0,422.0,423.0,424.0,430.0,1037.0,1123.0,1124.0,,,,,,,,,,,,,,
288,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,323.0,324.0,328.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
289,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,173.0,235.0,236.0,252.0,364.0,,,,,,,,,,,,,,,,,,,,,,,
292,416.0,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,
293,6.0,17.0,197.0,464.0,952.0,1001.0,,,,,,,,,,,,,,,,,,,,,,
294,20.0,184.0,296.0,316.0,427.0,831.0,841.0,987.0,,,,,,,,,,,,,,,,,,,,
295,20.0,184.0,295.0,316.0,427.0,831.0,841.0,987.0,,,,,,,,,,,,,,,,,,,,
296,370.0,381.0,808.0,1119.0,,,,,,,,,,,,,,,,,,,,,,,,
297,937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,29.0,103.0,135.0,267.0,300.0,310.0,467.0,521.0,559.0,569.0,754.0,795.0,1125.0,,,,,,,,,,,,,,,
299,29.0,103.0,135.0,267.0,299.0,310.0,467.0,521.0,559.0,569.0,754.0,795.0,1125.0,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,212.0,489.0,704.0,905.0,918.0,934.0,969.0,1009.0,1045.0,,,,,,,,,,,,,,,,,,,
302,1069.0,1143.0,,,,,,,,,,,,,,,,,,,,,,,,,,
303,338.0,367.0,374.0,389.0,397.0,428.0,526.0,568.0,,,,,,,,,,,,,,,,,,,,
304,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,113.0,153.0,239.0,357.0,976.0,989.0,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,218.0,275.0,339.0,501.0,511.0,534.0,565.0,566.0,617.0,1154.0,,,,,,,,,,,,,,,,,,
308,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,29.0,103.0,135.0,267.0,299.0,300.0,467.0,521.0,559.0,569.0,754.0,795.0,1125.0,,,,,,,,,,,,,,,
310,11.0,21.0,26.0,51.0,55.0,62.0,89.0,103.0,351.0,376.0,408.0,409.0,522.0,530.0,553.0,559.0,569.0,572.0,574.0,588.0,594.0,610.0,611.0,691.0,722.0,754.0,805.0,1063.0
311,151.0,196.0,243.0,276.0,444.0,454.0,455.0,458.0,632.0,633.0,634.0,638.0,699.0,749.0,945.0,1095.0,,,,,,,,,,,,
312,326.0,379.0,388.0,401.0,425.0,459.0,466.0,479.0,480.0,499.0,509.0,510.0,513.0,518.0,525.0,554.0,555.0,579.0,799.0,804.0,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,50.0,104.0,132.0,149.0,159.0,229.0,346.0,375.0,395.0,402.0,462.0,463.0,493.0,496.0,503.0,507.0,635.0,1076.0,,,,,,,,,,
315,20.0,184.0,295.0,296.0,427.0,818.0,831.0,841.0,868.0,986.0,987.0,1018.0,1086.0,,,,,,,,,,,,,,,
316,473.0,743.0,,,,,,,,,,,,,,,,,,,,,,,,,,
317,8.0,13.0,14.0,70.0,140.0,497.0,650.0,684.0,759.0,1081.0,,,,,,,,,,,,,,,,,,
318,77.0,257.0,442.0,453.0,1077.0,,,,,,,,,,,,,,,,,,,,,,,
319,18.0,131.0,612.0,891.0,973.0,1004.0,,,,,,,,,,,,,,,,,,,,,,
320,122.0,188.0,350.0,728.0,729.0,1002.0,,,,,,,,,,,,,,,,,,,,,,
321,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,289.0,324.0,328.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
323,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,289.0,323.0,328.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
324,3.0,81.0,83.0,165.0,272.0,372.0,470.0,498.0,556.0,600.0,769.0,786.0,1016.0,1101.0,1105.0,1106.0,1107.0,1116.0,1120.0,1149.0,1157.0,,,,,,,
325,313.0,379.0,388.0,401.0,425.0,459.0,466.0,479.0,480.0,499.0,509.0,510.0,513.0,518.0,525.0,554.0,555.0,579.0,799.0,804.0,,,,,,,,
326,146.0,147.0,403.0,537.0,539.0,541.0,551.0,982.0,,,,,,,,,,,,,,,,,,,,
327,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,289.0,323.0,324.0,341.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
328,16.0,187.0,221.0,248.0,288.0,330.0,331.0,365.0,422.0,423.0,424.0,430.0,885.0,,,,,,,,,,,,,,,
329,187.0,221.0,288.0,329.0,331.0,365.0,382.0,422.0,423.0,424.0,430.0,1037.0,1123.0,1124.0,,,,,,,,,,,,,,
330,187.0,221.0,288.0,329.0,330.0,365.0,382.0,422.0,423.0,424.0,430.0,1037.0,1123.0,1124.0,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,133.0,238.0,253.0,476.0,488.0,603.0,614.0,630.0,791.0,,,,,,,,,,,,,,,,,,,
333,65.0,92.0,171.0,256.0,573.0,1005.0,,,,,,,,,,,,,,,,,,,,,,
334,67.0,127.0,137.0,368.0,803.0,,,,,,,,,,,,,,,,,,,,,,,
335,11.0,21.0,51.0,55.0,351.0,376.0,530.0,574.0,594.0,610.0,611.0,805.0,,,,,,,,,,,,,,,,
336,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,304.0,367.0,374.0,389.0,397.0,428.0,526.0,568.0,,,,,,,,,,,,,,,,,,,,
338,218.0,275.0,308.0,501.0,511.0,534.0,565.0,566.0,617.0,1154.0,,,,,,,,,,,,,,,,,,
339,852.0,924.0,959.0,,,,,,,,,,,,,,,,,,,,,,,,,
340,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,289.0,323.0,324.0,328.0,342.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
341,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,289.0,323.0,324.0,328.0,341.0,343.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
342,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,289.0,323.0,324.0,328.0,341.0,342.0,354.0,363.0,564.0,740.0,1013.0,,,,,,
343,98.0,107.0,277.0,1057.0,,,,,,,,,,,,,,,,,,,,,,,,
344,877.0,901.0,,,,,,,,,,,,,,,,,,,,,,,,,,
345,50.0,104.0,132.0,149.0,159.0,229.0,315.0,375.0,395.0,402.0,462.0,463.0,493.0,496.0,503.0,507.0,635.0,1076.0,,,,,,,,,,
346,186.0,437.0,558.0,663.0,730.0,770.0,860.0,,,,,,,,,,,,,,,,,,,,,
347,9.0,31.0,237.0,240.0,241.0,385.0,386.0,387.0,655.0,828.0,846.0,882.0,943.0,950.0,,,,,,,,,,,,,,
348,103.0,179.0,559.0,569.0,675.0,754.0,927.0,,,,,,,,,,,,,,,,,,,,,
349,122.0,188.0,321.0,728.0,729.0,1002.0,,,,,,,,,,,,,,,,,,,,,,
350,11.0,21.0,26.0,51.0,55.0,62.0,89.0,311.0,336.0,376.0,408.0,409.0,522.0,530.0,553.0,572.0,574.0,588.0,594.0,610.0,611.0,691.0,722.0,805.0,1063.0,,,
351,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,176.0,282.0,647.0,,,,,,,,,,,,,,,,,,,,,,,,,
353,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,289.0,323.0,324.0,328.0,341.0,342.0,343.0,363.0,564.0,740.0,1013.0,,,,,,
354,446.0,448.0,527.0,811.0,,,,,,,,,,,,,,,,,,,,,,,,
355,160.0,249.0,258.0,505.0,944.0,948.0,1033.0,,,,,,,,,,,,,,,,,,,,,
356,113.0,153.0,239.0,306.0,976.0,989.0,,,,,,,,,,,,,,,,,,,,,,
357,72.0,227.0,587.0,670.0,883.0,,,,,,,,,,,,,,,,,,,,,,,
358,148.0,268.0,1017.0,1055.0,1070.0,,,,,,,,,,,,,,,,,,,,,,,
359,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,71.0,143.0,673.0,690.0,838.0,847.0,955.0,,,,,,,,,,,,,,,,,,,,,
362,119.0,163.0,167.0,189.0,208.0,233.0,234.0,279.0,280.0,283.0,284.0,289.0,323.0,324.0,328.0,341.0,342.0,343.0,354.0,564.0,740.0,1013.0,,,,,,
363,173.0,235.0,236.0,252.0,292.0,,,,,,,,,,,,,,,,,,,,,,,
364,16.0,187.0,221.0,248.0,288.0,329.0,330.0,331.0,422.0,423.0,424.0,430.0,885.0,,,,,,,,,,,,,,,
365,383.0,431.0,432.0,502.0,788.0,835.0,,,,,,,,,,,,,,,,,,,,,,
366,304.0,338.0,374.0,389.0,397.0,428.0,526.0,568.0,,,,,,,,,,,,,,,,,,,,
367,67.0,127.0,137.0,335.0,803.0,,,,,,,,,,,,,,,,,,,,,,,
368,785.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,
369,297.0,381.0,808.0,1119.0,,,,,,,,,,,,,,,,,,,,,,,,
370,113.0,239.0,1083.0,,,,,,,,,,,,,,,,,,,,,,,,,
371,3.0,81.0,83.0,165.0,272.0,325.0,470.0,498.0,556.0,600.0,769.0,786.0,1016.0,1101.0,1105.0,1106.0,1107.0,1116.0,1120.0,1149.0,1157.0,,,,,,,
372,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,304.0,338.0,367.0,389.0,397.0,428.0,526.0,568.0,,,,,,,,,,,,,,,,,,,,
374,132.0,149.0,229.0,265.0,315.0,346.0,395.0,396.0,402.0,412.0,460.0,462.0,463.0,481.0,493.0,496.0,503.0,507.0,532.0,543.0,608.0,635.0,,,,,,
375,11.0,21.0,26.0,51.0,55.0,62.0,89.0,311.0,336.0,351.0,408.0,409.0,522.0,530.0,553.0,572.0,574.0,588.0,594.0,610.0,611.0,691.0,722.0,805.0,1063.0,,,
376,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,195.0,313.0,326.0,509.0,510.0,513.0,518.0,799.0,804.0,,,,,,,,,,,,,,,,,,,
379,524.0,609.0,628.0,647.0,,,,,,,,,,,,,,,,,,,,,,,,
380,297.0,370.0,808.0,1119.0,,,,,,,,,,,,,,,,,,,,,,,,
381,288.0,330.0,331.0,422.0,423.0,1032.0,1037.0,1123.0,1124.0,,,,,,,,,,,,,,,,,,,
382,366.0,431.0,432.0,502.0,788.0,835.0,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,18.0,31.0,240.0,348.0,386.0,387.0,828.0,846.0,882.0,950.0,965.0,,,,,,,,,,,,,,,,,
385,18.0,31.0,240.0,348.0,385.0,387.0,828.0,846.0,882.0,950.0,965.0,,,,,,,,,,,,,,,,,
386,18.0,31.0,240.0,348.0,385.0,386.0,828.0,846.0,882.0,950.0,965.0,,,,,,,,,,,,,,,,,
387,313.0,326.0,401.0,425.0,459.0,466.0,479.0,480.0,499.0,510.0,513.0,525.0,554.0,555.0,579.0,804.0,,,,,,,,,,,,
388,304.0,338.0,367.0,374.0,397.0,428.0,526.0,568.0,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,251.0,420.0,500.0,1148.0,,,,,,,,,,,,,,,,,,,,,,,,
391,123.0,126.0,129.0,271.0,477.0,531.0,757.0,887.0,916.0,,,,,,,,,,,,,,,,,,,
392,264.0,421.0,484.0,485.0,533.0,,,,,,,,,,,,,,,,,,,,,,,
393,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,132.0,149.0,229.0,265.0,315.0,346.0,375.0,396.0,402.0,412.0,460.0,462.0,463.0,481.0,493.0,496.0,503.0,507.0,532.0,543.0,608.0,635.0,,,,,,
395,25.0,42.0,43.0,63.0,132.0,149.0,229.0,265.0,375.0,395.0,412.0,462.0,463.0,481.0,496.0,503.0,504.0,506.0,507.0,635.0,636.0,,,,,,,
396,304.0,338.0,367.0,374.0,389.0,428.0,526.0,568.0,,,,,,,,,,,,,,,,,,,,
397,438.0,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,313.0,326.0,388.0,425.0,459.0,466.0,479.0,480.0,499.0,510.0,513.0,525.0,554.0,555.0,579.0,804.0,,,,,,,,,,,,
401,50.0,104.0,132.0,149.0,159.0,229.0,315.0,346.0,375.0,395.0,462.0,463.0,493.0,496.0,503.0,507.0,635.0,1076.0,,,,,,,,,,
402,146.0,147.0,327.0,982.0,,,,,,,,,,,,,,,,,,,,,,,,
403,32.0,47.0,74.0,150.0,203.0,204.0,440.0,717.0,745.0,816.0,920.0,921.0,940.0,941.0,,,,,,,,,,,,,,
404,287.0,406.0,537.0,539.0,541.0,550.0,551.0,923.0,1036.0,,,,,,,,,,,,,,,,,,,
405,287.0,405.0,537.0,539.0,541.0,550.0,551.0,923.0,1036.0,,,,,,,,,,,,,,,,,,,
406,1.0,5.0,22.0,162.0,782.0,1078.0,1159.0,,,,,,,,,,,,,,,,,,,,,
407,11.0,21.0,26.0,51.0,55.0,62.0,89.0,103.0,311.0,351.0,376.0,409.0,522.0,530.0,553.0,559.0,569.0,572.0,574.0,588.0,594.0,610.0,611.0,691.0,722.0,754.0,805.0,1063.0
408,11.0,21.0,26.0,51.0,55.0,62.0,89.0,103.0,311.0,351.0,376.0,408.0,522.0,530.0,553.0,559.0,569.0,572.0,574.0,588.0,594.0,610.0,611.0,691.0,722.0,754.0,805.0,1063.0
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,802.0,814.0,954.0,,,,,,,,,,,,,,,,,,,,,,,,,
411,25.0,42.0,43.0,63.0,132.0,149.0,229.0,265.0,375.0,395.0,396.0,460.0,462.0,463.0,481.0,496.0,503.0,504.0,506.0,507.0,532.0,543.0,570.0,608.0,635.0,636.0,,
412,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,45.0,58.0,59.0,134.0,201.0,947.0,1074.0,1109.0,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,293.0,544.0,575.0,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,35.0,36.0,138.0,225.0,1144.0,,,,,,,,,,,,,,,,,,,,,,,
418,4.0,15.0,80.0,102.0,136.0,211.0,219.0,547.0,548.0,592.0,,,,,,,,,,,,,,,,,,
419,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,264.0,393.0,484.0,485.0,533.0,,,,,,,,,,,,,,,,,,,,,,,
421,187.0,221.0,288.0,329.0,330.0,331.0,365.0,382.0,423.0,424.0,430.0,1037.0,1123.0,1124.0,,,,,,,,,,,,,,
422,187.0,221.0,288.0,329.0,330.0,331.0,365.0,382.0,422.0,424.0,430.0,1037.0,1123.0,1124.0,,,,,,,,,,,,,,
423,16.0,187.0,221.0,248.0,288.0,329.0,330.0,331.0,365.0,422.0,423.0,430.0,885.0,,,,,,,,,,,,,,,
424,313.0,326.0,388.0,401.0,459.0,466.0,479.0,480.0,499.0,510.0,513.0,525.0,554.0,555.0,579.0,804.0,,,,,,,,,,,,
425,180.0,195.0,245.0,269.0,270.0,456.0,494.0,518.0,519.0,763.0,799.0,,,,,,,,,,,,,,,,,
426,20.0,184.0,295.0,296.0,316.0,831.0,841.0,987.0,,,,,,,,,,,,,,,,,,,,
427,304.0,338.0,367.0,374.0,389.0,397.0,526.0,568.0,,,,,,,,,,,,,,,,,,,,
428,433.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,
429,16.0,187.0,221.0,248.0,288.0,329.0,330.0,331.0,365.0,422.0,423.0,424.0,885.0,,,,,,,,,,,,,,,
430,366.0,383.0,432.0,502.0,788.0,835.0,,,,,,,,,,,,,,,,,,,,,,
431,366.0,383.0,431.0,502.0,788.0,835.0,,,,,,,,,,,,,,,,,,,,,,
432,429.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,
433,199.0,1047.0,1096.0,1108.0,1137.0,,,,,,,,,,,,,,,,,,,,,,,
434,683.0,734.0,807.0,813.0,823.0,879.0,942.0,,,,,,,,,,,,,,,,,,,,,
435,857.0,908.0,963.0,999.0,1034.0,1118.0,,,,,,,,,,,,,,,,,,,,,,
436,186.0,347.0,558.0,730.0,860.0,1052.0,,,,,,,,,,,,,,,,,,,,,,
437,398.0,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,
438,469.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,
439,32.0,47.0,74.0,150.0,203.0,204.0,404.0,717.0,745.0,816.0,920.0,921.0,940.0,941.0,,,,,,,,,,,,,,
440,24.0,91.0,114.0,170.0,260.0,686.0,697.0,721.0,733.0,761.0,1111.0,,,,,,,,,,,,,,,,,
441,77.0,257.0,319.0,453.0,1077.0,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,151.0,196.0,243.0,276.0,312.0,454.0,455.0,458.0,632.0,633.0,634.0,638.0,699.0,749.0,945.0,1095.0,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,355.0,448.0,527.0,811.0,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,355.0,446.0,527.0,811.0,,,,,,,,,,,,,,,,,,,,,,,,
448,96.0,254.0,255.0,607.0,618.0,621.0,936.0,974.0,1092.0,1093.0,,,,,,,,,,,,,,,,,,
449,460.0,532.0,543.0,570.0,608.0,,,,,,,,,,,,,,,,,,,,,,,
450,516.0,1115.0,,,,,,,,,,,,,,,,,,,,,,,,,,
451,216.0,217.0,981.0,1099.0,,,,,,,,,,,,,,,,,,,,,,,,
452,77.0,257.0,319.0,442.0,1077.0,,,,,,,,,,,,,,,,,,,,,,,
453,151.0,172.0,174.0,196.0,243.0,276.0,312.0,444.0,455.0,458.0,632.0,633.0,634.0,638.0,699.0,749.0,945.0,1095.0,,,,,,,,,,
454,151.0,196.0,243.0,276.0,312.0,444.0,454.0,458.0,632.0,633.0,634.0,638.0,699.0,749.0,945.0,1095.0,1139.0,,,,,,,,,,,
455,180.0,195.0,245.0,269.0,270.0,426.0,494.0,518.0,519.0,763.0,799.0,,,,,,,,,,,,,,,,,
456,68.0,471.0,984.0,985.0,,,,,,,,,,,,,,,,,,,,,,,,
457,151.0,196.0,243.0,276.0,312.0,444.0,454.0,455.0,632.0,633.0,634.0,638.0,699.0,749.0,945.0,1095.0,,,,,,,,,,,,
458,313.0,326.0,388.0,401.0,425.0,466.0,479.0,480.0,499.0,510.0,513.0,525.0,554.0,555.0,579.0,804.0,,,,,,,,,,,,
459,25.0,42.0,43.0,63.0,94.0,95.0,132.0,149.0,229.0,375.0,395.0,412.0,450.0,462.0,463.0,481.0,496.0,503.0,504.0,506.0,507.0,532.0,543.0,570.0,608.0,635.0,636.0,869.0
460,495.0,577.0,583.0,613.0,622.0,623.0,631.0,975.0,1065.0,,,,,,,,,,,,,,,,,,,
461,132.0,149.0,229.0,265.0,315.0,346.0,375.0,395.0,396.0,402.0,412.0,460.0,463.0,481.0,493.0,496.0,503.0,507.0,532.0,543.0,608.0,635.0,,,,,,
462,132.0,149.0,229.0,265.0,315.0,346.0,375.0,395.0,396.0,402.0,412.0,460.0,462.0,481.0,493.0,496.0,503.0,507.0,532.0,543.0,608.0,635.0,,,,,,
463,6.0,17.0,197.0,252.0,294.0,687.0,784.0,888.0,952.0,983.0,1001.0,1043.0,1104.0,,,,,,,,,,,,,,,
464,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,313.0,326.0,388.0,401.0,425.0,459.0,479.0,480.0,499.0,510.0,513.0,525.0,554.0,555.0,579.0,804.0,,,,,,,,,,,,
466,29.0,103.0,135.0,267.0,299.0,300.0,310.0,521.0,559.0,569.0,754.0,795.0,1125.0,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,439.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,
469,3.0,81.0,83.0,165.0,251.0,272.0,325.0,372.0,498.0,500.0,556.0,600.0,769.0,786.0,995.0,1016.0,1101.0,1105.0,1106.0,1107.0,1116.0,1120.0,1148.0,1149.0,1157.0,,,
470,68.0,457.0,984.0,985.0,,,,,,,,,,,,,,,,,,,,,,,,
